# Algorithms (runtime) (merging time)
#Algorithms	nr		cg		naive	sc		rt		nr-m	cg-m	naive-m		sc-m	rt-m
#s75		271,77	175,49	161,86	143,03	143,16	0		0		0,04		0,51	#0,05
#s150		551,11	328,81	321,84	233,43	230,92	0		0		0,15		3,88	0,20
#s225		884,47	476,87	469,45	348,54	347,47	0		0		0,15		11,53	0,21
#s320		1105,16	650,91	638,63	437,07	435,11	0		0		0,27		33,78	0,37
#s480							0		0					
#s640		2241,81	1287,49	1265,25	862,25	858,27	0		0		0,89		310,73	1,10


# data.Category2.csv
# year   category   run   merge
"1";"s480";"1673,99";"0"
"2";"s480";"970,28";"0"
"3";"s480";"954,07";"0,53"
"4";"s480";"646,29";"104,56"
"5";"s480";"646,39";"0,70"
